project_key,branch_id,project_leader,project_coordinator,project_type,status,source
108404,1-40,Chelsea Ramos,Carol Ferrell,Land Development,Inactive,Sole Source
108405,1-70,Katherine Montoya,Kelly Parsons,Unknown,Inactive,Unknown
108406,1-40,Greg Wright,Carol Ferrell,Stormwater,Inactive,Sole Source
108407,1-20,Michael Cruz,Sarah Roberson,Planning,Inactive,Sole Source
108408,1-40,Caleb Mills,Carol Ferrell,Planning,Inactive,Sole Source
108409,1-40,Caleb Mills,Carol Ferrell,Planning,Inactive,Sole Source
108410,1-40,Steven Rojas,Carol Ferrell,Land Development,Inactive,Sole Source
108411,1-40,Timothy Anderson,Christopher Dean,Land Development,Inactive,Sole Source
108412,1-60,Sean Watkins,Andrew Cochran,Landscape Architecture,Inactive,Sole Source
108413,1-20,Angela Wilson,Mark Livingston,Asset Management,Inactive,Sole Source
108414,1-20,Angela Wilson,Mark Livingston,Asset Management,Inactive,Sole Source
108415,1-20,Joshua Cardenas,James Flores,General Services,Inactive,Unknown
108416,1-00,Thomas Patel,Aaron Price,General Services,Inactive,Unknown
108417,1-20,Joshua Cardenas,James Flores,General Services,Inactive,Unknown
108418,1-20,Joshua Cardenas,James Flores,General Services,Inactive,Unknown
108419,1-20,Lisa Walker,Rachel Jenkins,Planning,Inactive,RFP
108420,1-20,Lisa Walker,Rachel Jenkins,Planning,Inactive,RFP
108421,1-20,Angela Wilson,Tyler Stevenson,Infrastructure / Engineering,Inactive,Sole Source
108422,1-20,Kelly Smith,Rachel Jenkins,Land Development,Inactive,Unknown
108423,1-20,Robert White,Sarah Roberson,Infrastructure / Engineering,Inactive,Unknown
108424,1-40,Christopher Parker,Gregory Newman,Transportation,Active,RFP
108425,1-40,Andrew Stevenson,Carol Ferrell,Planning,Active,Sole Source
108426,1-20,Whitney Reed,Sarah Roberson,Asset Management,Inactive,Sole Source
108427,1-20,Whitney Reed,Sarah Roberson,Stormwater,Inactive,Sole Source
108428,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108429,3-40,Teresa Wallace,Denise Lane,Survey - Legal,Active,Sole Source
108430,3-40,Teresa Wallace,Denise Lane,Survey - Legal,Active,Sole Source
108431,1-80,Ian Jackson,Ethan Dixon,Water & Wastewater,Inactive,Sole Source
108432,1-65,Bailey Carr,Robert Leonard Jr.,Transportation,Inactive,Sole Source
108433,1-20,Calvin Buckley,Zachary Johnson,General Services,Inactive,Sole Source
108434,1-40,Julie Evans,Denise Lane,Land Development,Active,Sole Source
108435,6-10,Cathy Mora,Tammie Jones,Transportation,Inactive,RFP
108436,6-10,Cathy Mora,Tammie Jones,Transportation,Active,RFP
108437,1-20,Joshua Cardenas,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108438,1-20,Steven Rojas,Sarah Roberson,Landscape Architecture,Inactive,Sole Source
108439,1-40,Steven Schroeder,Denise Lane,Land Development,Inactive,Sole Source
108440,1-40,Steven Schroeder,Denise Lane,Land Development,Inactive,Sole Source
108441,1-40,Steven Schroeder,Denise Lane,Land Development,Inactive,Sole Source
108442,1-40,Steven Schroeder,Denise Lane,Land Development,Inactive,Sole Source
108443,1-40,Mackenzie Lopez,Gregory Cruz,Land Development,Inactive,Sole Source
108444,3-20,Lisa Walker,Melissa Walters,Survey - Legal,Inactive,Sole Source
108445,3-20,Lisa Walker,Melissa Walters,Survey - Legal,Inactive,Sole Source
108446,3-20,Lisa Walker,Melissa Walters,Survey - Legal,Inactive,Sole Source
108447,1-70,Tammy Alvarez DDS,Jason Jackson,GIS,Inactive,Sole Source
108448,1-70,Jacob Wilson,Christine Rubio,Planning,Active,RFP
108449,1-20,Calvin Buckley,Zachary Johnson,Asset Management,Inactive,Sole Source
108450,1-20,Teresa Mayer,Sarah Roberson,Planning,Inactive,RFP
108451,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
108452,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
108453,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
108454,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
108455,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
108456,1-40,Elaine Kelly,Yvette Henderson,Planning,Inactive,Sole Source
108457,1-40,Elaine Kelly,Yvette Henderson,Economic Development,Inactive,Sole Source
108458,1-40,Melissa Maldonado,Yvette Henderson,Land Development,Inactive,Sole Source
108459,1-40,Melissa Maldonado,Yvette Henderson,Land Development,Inactive,Sole Source
108460,1-40,Melissa Maldonado,Yvette Henderson,Land Development,Inactive,Sole Source
108461,1-70,Dana Davis,Alexa Castillo,Planning,Inactive,Sole Source
108462,1-70,Dana Davis,Alexa Castillo,Planning,Inactive,Sole Source
108463,1-61,Randy Gutierrez,George Rodgers,Water & Wastewater,Inactive,RFP
108464,1-40,Julie Evans,Ashley Black,Land Development,Inactive,RFP
108465,1-40,Julie Evans,Ashley Black,Land Development,Inactive,RFP
108466,1-40,Julie Evans,Ashley Black,Land Development,Active,Sole Source
108467,1-40,Julie Evans,Ashley Black,Land Development,Active,Sole Source
108468,1-20,Eric Evans,James Flores,Water & Wastewater,Inactive,Unknown
108469,1-20,Erin Poole,Rachel Jenkins,Planning,Inactive,Sole Source
108470,1-20,Erin Poole,Rachel Jenkins,Planning,Inactive,Sole Source
108471,1-70,Michael Zavala,Christine Rubio,Planning,Active,Sole Source
108472,1-70,Michael Zavala,Christine Rubio,Planning,Active,Sole Source
108473,1-70,Michael Zavala,Christine Rubio,Planning,Active,Sole Source
108474,3-20,Teresa Wallace,Mark Livingston,Survey - Legal,Inactive,Sole Source
108475,1-60,Marc Page,Andrew Cochran,Asset Management,Inactive,Sole Source
108476,1-30,Kimberly Barrett,Yvette Henderson,Infrastructure / Engineering,Inactive,Sole Source
108477,1-30,Kimberly Barrett,Yvette Henderson,Asset Management,Inactive,Sole Source
108478,1-70,Dana Davis,Alexa Castillo,Asset Management,Inactive,Sole Source
108479,1-20,Robert White,James Flores,Water & Wastewater,Inactive,Unknown
108480,1-20,Vanessa Gray,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108481,1-20,Jaclyn Thomas,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108482,3-40,Lucas Scott,Denise Lane,Land Development,Inactive,Sole Source
108483,1-40,Courtney Carlson,Denise Lane,Land Development,Inactive,Sole Source
108484,1-40,Courtney Carlson,Denise Lane,Land Development,Inactive,Sole Source
108485,1-40,Alisha Blackwell,Denise Lane,Planning,Inactive,RFP
108486,3-40,Lucas Scott,Denise Lane,Survey - Legal,Active,RFP
108487,3-40,Lucas Scott,Denise Lane,Survey - Legal,Active,RFP
108488,1-20,Randy Baker,Mark Livingston,Asset Management,Inactive,Sole Source
108489,1-30,Mark Miller,Rachel Jenkins,Planning,Inactive,Sole Source
108490,3-20,Lisa Walker,Melissa Walters,Survey - Legal,Inactive,Sole Source
108491,1-40,Mackenzie Lopez,Mary Johnson,Land Development,Inactive,Sole Source
108492,1-40,Mackenzie Lopez,Mary Johnson,Land Development,Inactive,Sole Source
108493,1-00,Kellie Smith,Yvette Henderson,Environmental,Inactive,Sole Source
108494,1-70,Louis Johnson,Alexa Castillo,Communication & Engagement,Inactive,Sole Source
108495,1-20,Shane Garcia,Zachary Johnson,Planning,Active,Sole Source
108496,1-20,Jaclyn Thomas,Zachary Johnson,General Services,Inactive,Sole Source
108497,1-20,Jaclyn Thomas,Zachary Johnson,General Services,Inactive,Sole Source
108498,1-20,Jaclyn Thomas,Zachary Johnson,Water & Wastewater,Inactive,Sole Source
108499,1-20,Angela Wilson,Zachary Johnson,Planning,Inactive,Sole Source
108500,1-70,Jennifer Mora,Unknown,Unknown,Inactive,Unknown
108501,1-20,Jaclyn Thomas,Zachary Johnson,Land Development,Inactive,RFP
108502,1-20,Jaclyn Thomas,Zachary Johnson,Land Development,Inactive,RFP
108503,1-40,Mackenzie Lopez,Lori Lopez,Land Development,Inactive,Sole Source
108504,1-70,Phillip Wallace,Mrs. Sara Li,Land Development,Inactive,Sole Source
108505,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108506,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108507,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108508,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Sole Source
108509,1-70,Dana Davis,Christine Rubio,Economic Development,Inactive,Sole Source
108510,1-70,Dana Davis,Christine Rubio,Planning,Inactive,RFP
108511,1-70,Dana Davis,Christine Rubio,Planning,Inactive,Sole Source
108512,1-70,Dana Davis,Christine Rubio,Planning,Inactive,Sole Source
108513,1-70,Dana Davis,Christine Rubio,Planning,Inactive,Sole Source
108514,1-20,Robert White,Brenda Kim,Water & Wastewater,Inactive,Unknown
108515,1-20,Teresa Mayer,Brenda Kim,Planning,Inactive,Unknown
108516,1-20,Teresa Mayer,Brenda Kim,Planning,Inactive,Unknown
108517,1-20,Teresa Mayer,Brenda Kim,Planning,Inactive,Unknown
108518,1-70,Lisa Harris,Mrs. Sara Li,Communication & Engagement,Inactive,Sole Source
108519,1-70,Dana Davis,Justin Jennings,Planning,Inactive,Unknown
108520,1-70,Dana Davis,Justin Jennings,Planning,Inactive,Unknown
108521,1-40,Mackenzie Lopez,Yvette Henderson,Land Development,Inactive,Sole Source
108522,1-20,Joshua Cardenas,Sarah Roberson,Planning,Inactive,Sole Source
108523,1-20,Joshua Cardenas,Sarah Roberson,Planning,Inactive,Sole Source
108524,3-20,Lisa Walker,Sarah Roberson,Survey - Legal,Inactive,Sole Source
108525,1-20,Joshua Cardenas,Sarah Roberson,Planning,Inactive,Sole Source
108526,1-20,Lisa Walker,Sarah Roberson,Planning,Inactive,Sole Source
108527,1-20,Lisa Walker,Sarah Roberson,Planning,Inactive,Sole Source
108528,1-20,Lisa Walker,Sarah Roberson,Planning,Inactive,Sole Source
108529,1-20,Rebecca Miller,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108530,1-40,Melissa Maldonado,Mary Johnson,Transportation,Inactive,Sole Source
108531,1-40,Melissa Maldonado,Mary Johnson,Transportation,Inactive,Sole Source
108532,1-30,Kellie Smith,Mark Livingston,Planning,Inactive,Unknown
108533,1-30,Kellie Smith,Rachel Jenkins,Planning,Inactive,Sole Source
108534,1-20,Jaclyn Thomas,Mark Livingston,Infrastructure / Engineering,Inactive,RFP
108535,1-20,Vanessa Gray,Mark Livingston,Transportation,Inactive,Sole Source
108536,1-20,Vanessa Gray,Mark Livingston,Transportation,Inactive,Sole Source
108537,1-20,Thomas Williams,Mark Livingston,Environmental,Inactive,Sole Source
108538,1-20,Thomas Williams,Mark Livingston,Environmental,Inactive,Sole Source
108539,1-30,Mark Miller,Michael Vasquez,Planning,Inactive,Sole Source
108540,1-30,Mark Miller,Michael Vasquez,Planning,Inactive,Sole Source
108541,1-30,Mark Miller,Michael Vasquez,Planning,Inactive,Sole Source
108542,1-20,Randy Baker,Zachary Johnson,General Services,Inactive,Sole Source
108543,1-10,George Holden,Anthony Garcia,Planning,Inactive,Sole Source
108544,1-40,Alisha Blackwell,Denise Lane,Communication & Engagement,Inactive,Sole Source
108545,1-40,Bryan Flores,Gregory Newman,Land Development,Active,Sole Source
108546,1-30,Mark Miller,Lisa Soto,Planning,Inactive,Sole Source
108547,1-30,Mark Miller,Lisa Soto,Planning,Inactive,Sole Source
108548,1-30,Kimberly Barrett,Mrs. Sara Li,Asset Management,Inactive,Sole Source
108549,1-30,Kimberly Barrett,Mrs. Sara Li,Infrastructure / Engineering,Inactive,Sole Source
108550,1-20,Angela Wilson,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108551,1-10,Ashley Bush DDS,Kevin Rivera,Planning,Inactive,Unknown
108552,1-20,Samuel Campbell,Zachary Johnson,Economic Development,Inactive,Sole Source
108553,1-20,Samuel Campbell,Zachary Johnson,Economic Development,Inactive,Sole Source
108554,1-30,Kellie Smith,Lisa Soto,Planning,Inactive,Sole Source
108555,1-30,Kellie Smith,Lisa Soto,Planning,Inactive,Sole Source
108556,3-20,Lisa Walker,Michael Swanson,Survey - Legal,Inactive,Sole Source
108557,3-20,Lisa Walker,Michael Branch,Survey - Legal,Inactive,Sole Source
108558,1-30,Kimberly Barrett,Mrs. Sara Li,Asset Management,Inactive,Sole Source
108559,1-30,Mark Miller,Yvette Henderson,Planning,Inactive,Sole Source
108560,1-40,Chelsea Ramos,Mary Johnson,Land Development,Inactive,Sole Source
108561,1-70,Christopher Brooks,Gilbert Mason,Planning,Inactive,Sole Source
108562,1-40,Adam Walker,Yvette Henderson,Water & Wastewater,Inactive,Sole Source
108563,1-40,Adam Walker,Yvette Henderson,Water & Wastewater,Inactive,Sole Source
108564,1-40,Mackenzie Lopez,Gregory Cruz,Land Development,Inactive,Sole Source
108565,1-40,Mackenzie Lopez,Gregory Cruz,Land Development,Inactive,Sole Source
108566,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,Sole Source
108567,3-20,Lisa Walker,Amy Trevino,Survey - Geomatics,Inactive,Sole Source
108568,1-20,Angela Wilson,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108569,1-20,Angela Wilson,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
108570,1-20,Angela Wilson,Mark Livingston,Economic Development,Inactive,Sole Source
108571,1-20,Angela Wilson,Mark Livingston,Economic Development,Inactive,Sole Source
108572,1-65,Robert Morrison,Miss Carolyn Harris DDS,Infrastructure / Engineering,Active,Sole Source
108573,1-65,Robert Morrison,Miss Carolyn Harris DDS,Infrastructure / Engineering,Active,Sole Source
108574,1-65,Robert Morrison,Miss Carolyn Harris DDS,Infrastructure / Engineering,Active,Sole Source
108575,1-65,Robert Morrison,Miss Carolyn Harris DDS,Infrastructure / Engineering,Active,Sole Source
108576,1-65,Robert Morrison,Miss Carolyn Harris DDS,Land Development,Active,Sole Source
108577,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,Sole Source
108578,3-20,Lisa Walker,Sarah Roberson,Survey - Legal,Inactive,Sole Source
108579,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,Sole Source
108580,1-20,Robert White,Michael Swanson,Infrastructure / Engineering,Inactive,RFP
108581,1-40,Julie Evans,Ashley Black,Land Development,Active,Sole Source
108582,3-40,John Edwards,Carol Ferrell,Survey - Legal,Inactive,Sole Source
108583,3-40,John Edwards,Carol Ferrell,Survey - Construction,Inactive,Sole Source
108584,3-40,John Edwards,Carol Ferrell,Survey - Construction,Inactive,Sole Source
108585,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
108586,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
108587,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
108588,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108589,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108590,1-40,Elaine Kelly,Mary Johnson,Economic Development,Inactive,Sole Source
108591,1-70,Dana Davis,Michael Zavala,Planning,Inactive,Sole Source
108592,1-70,Aaron Leonard,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
108593,1-70,Manuel Williams,Joseph Johnson,General Services,Inactive,Sole Source
108594,1-70,Manuel Williams,Joseph Johnson,General Services,Inactive,Sole Source
108595,3-40,Nicolas Meyers,Denise Lane,Survey - Construction,Inactive,Sole Source
108596,1-40,Julie Evans,Denise Lane,Land Development,Inactive,Sole Source
108597,1-40,Julie Evans,Denise Lane,Land Development,Inactive,Sole Source
108598,1-40,Adam Walker,Denise Lane,Asset Management,Inactive,Sole Source
108599,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108600,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108601,1-40,Jonathan Hill,Denise Lane,Land Development,Inactive,Sole Source
108602,3-40,John Edwards,Carol Ferrell,Survey - Legal,Inactive,Sole Source
108603,1-30,Melanie Yoder,John Johnson,Inspection,Inactive,Sole Source
108604,1-30,Kellie Smith,Kelly Parsons,Planning,Inactive,Unknown
108605,1-40,Frederick Brewer,Carol Ferrell,Land Development,Inactive,Sole Source
108606,1-40,Jonathan Hill,Denise Lane,Land Development,Active,Sole Source
108607,1-70,Louis Johnson,Michael Zavala,Energy,Inactive,Sole Source
108608,1-00,Dawn Haas,Jessica Sanchez,Communication & Engagement,Active,Sole Source
108609,1-00,Dawn Haas,Jessica Sanchez,Communication & Engagement,Active,Sole Source
108610,1-10,Christopher Williams,Tammie Jones,Water & Wastewater,Inactive,Sole Source
108611,1-40,Timothy Anderson,Denise Lane,Land Development,Inactive,RFP
108612,1-40,Timothy Anderson,Denise Lane,Land Development,Inactive,RFP
108613,1-60,Cheyenne Silva,Jason Ford,Planning,Inactive,Sole Source
108614,1-40,Michelle George,Benjamin Elliott,Planning,Inactive,Sole Source
108615,1-20,Calvin Buckley,Zachary Johnson,Transportation,Inactive,Sole Source
108616,1-20,Kelly Smith,Zachary Johnson,Infrastructure / Engineering,Inactive,Sole Source
108617,1-20,Kelly Smith,Zachary Johnson,Infrastructure / Engineering,Inactive,Sole Source
108618,1-20,Kelly Smith,Zachary Johnson,Infrastructure / Engineering,Inactive,Sole Source
108619,1-20,Kelly Smith,Zachary Johnson,Infrastructure / Engineering,Inactive,RFP
108620,1-20,Donna Brown,Zachary Johnson,Water & Wastewater,Inactive,Sole Source
108621,1-20,Donna Brown,Zachary Johnson,Water & Wastewater,Inactive,Sole Source
108622,1-20,Erin Poole,Sarah Roberson,Planning,Inactive,RFP
108623,1-61,Randy Gutierrez,Dennis Francis,Water & Wastewater,Inactive,RFP
108624,1-61,Randy Gutierrez,Dennis Francis,Water & Wastewater,Inactive,RFP
108625,1-00,Tamara Avila,Timothy Herrera,Environmental,Active,Sole Source
108626,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108627,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108628,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108629,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
108630,1-40,Mary Brown,Yvette Henderson,Transportation,Inactive,Sole Source
108631,5-10,Elaine Kelly,James Zimmerman,Urban Matters,Active,Sole Source
108632,1-10,Jerome Carney,Lisa Thomas,General Services,Inactive,Sole Source
108633,1-10,Jerome Carney,Lisa Thomas,General Services,Inactive,Sole Source
108634,1-10,Jerome Carney,Lisa Thomas,General Services,Inactive,Sole Source
108635,1-35,William Shah,Jessica Key,Planning,Active,Sole Source
108636,1-20,Erin Poole,Sarah Roberson,Land Development,Inactive,Sole Source
108637,1-60,Luis Barnes,Andrew Cochran,Planning,Inactive,RFP
108638,1-20,Elaine Kelly,Mark Livingston,Economic Development,Inactive,Sole Source
108639,1-70,Dana Davis,Christine Rubio,Planning,Inactive,Sole Source
